"","CLIP_NAME","GENRE","FAMILIARITY","TRACK_TITLE","ARTIST","MEDIA_RELATION_or_PERFORMER","RELEASE_DATE","VOCALISATION","VOCALISATION_TYPE","CLIP_TIME_START","CLIP_TIME_END","SPOTIFY_PLAYLIST_LINK","group","style_familiarity_M","style_familiarity_SD","clip_familiarity_M","clip_familiarity_SD","contrast_M","contrast_SD","enjoyment_M","enjoyment_SD","valence_M","valence_SD","arousal_M","arousal_SD","cluster","id_genre","id_genre_perc","genre_correct","id_decade","id_decade_perc","decade_correct","id_location","id_location_perc","thought_type","thought_type_perc","freq_context_words"
"1","60s_HIGH_01","60s","High","As We Go Along","The Monkees",NA,"1968","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/3UNXh2phllvtbOJyPCeu5A?si=420ef53f10914c09",1,3.35294117647059,1.09772086039395,2.20588235294118,1.43081692632176,2.26470588235294,0.898106544580817,3.61764705882353,0.921616033976187,3.58823529411765,0.988345635126778,2.5,0.788170109311512,3,"Folk",19.6078431372549,0,"1970s",29.4117647058824,8.82352941176471,"USA_Canada",64.7058823529412,"music",61.7647058823529,"club, concert, movie"
"2","60s_HIGH_02","60s","High","Crimson and Clover","Tommy James and the Shondells",NA,"1968","yes","""-ah""",00:00:50,00:01:20,NA,2,3.55882352941176,1.1332756617391,2.41176470588235,1.5199211913147,2.64705882352941,1.01152009645179,3.88235294117647,1.00798947452276,3.73529411764706,0.827878761780234,3.52941176470588,0.748140892485441,3,"Rock",34.0425531914894,0,"1960s",32.3529411764706,32.3529411764706,"USA_Canada",70.5882352941177,"music",50,"movie"
"3","60s_HIGH_03","60s","High","I'm A Man","The Spencer Davis Group",NA,"1967","no",NA,00:00:00,00:00:30,NA,3,3.29411764705882,1.05971442021255,1.85294117647059,1.13170166700487,2.23529411764706,1.1821609265781,3.52941176470588,1.16085898492784,3.67647058823529,1.06516717240504,3.61764705882353,0.953929858369082,3,"Rock",34.0425531914894,0,"1970s",26.4705882352941,23.5294117647059,"USA_Canada",70.5882352941177,"music",55.8823529411765,"movie"
"4","60s_HIGH_04","60s","High","It's Only Make Believe","The Hollies",NA,"1964","yes","""-eh""",00:01:36,00:02:06,NA,4,3.02941176470588,1.11424098687272,1.5,0.929320377284585,1.82352941176471,1.05803099671882,2.94117647058824,1.15315578780351,3.23529411764706,0.889631300184172,2.70588235294118,0.798840514469523,3,"Country",21.9512195121951,0,"1960s",50,50,"USA_Canada",70.5882352941177,"music",61.7647058823529,"bar, concert, game, movie, set"
"5","60s_HIGH_05","60s","High","Someone I Know","Margo Guryan",NA,"1968","no",NA,00:01:10,00:01:40,NA,5,3.02941176470588,1.14111306952166,2.23529411764706,1.47830417851225,2.14705882352941,1.07681778490582,3.02941176470588,1.08670461314059,3.55882352941176,0.959519338968127,3.20588235294118,1.09487543956561,3,"Film, Jazz",16.6666666666667,0,"1970s",26.4705882352941,11.7647058823529,"Europe, USA_Canada",41.1764705882353,"music",47.0588235294118,"bar, club"
"6","60s_HIGH_06","60s","High","Summer in the City","The Lovin' Spoonful",NA,"1966","no",NA,00:01:59,00:02:29,NA,6,3.70588235294118,1.44661384692093,3.23529411764706,1.55814231911948,3.64705882352941,0.981104910251593,4.11764705882353,1.00798947452276,3.94117647058824,0.693745935094321,4.20588235294118,0.729441952109506,3,"Rock",27.906976744186,0,"1960s, 1970s",26.4705882352941,26.4705882352941,"USA_Canada",70.5882352941177,"music",55.8823529411765,"movie, show"
"7","60s_HIGH_07","60s","High","Time of the Season","The Zombies",NA,"1968","no",NA,00:01:21,00:01:51,NA,7,2.94285714285714,1.30480688548281,1.85714285714286,1.49789768642307,2.34285714285714,1.1099246700156,3.6,1.09006205975515,3.74285714285714,0.852085922996072,3.94285714285714,0.764770520862194,3,"Jazz",27.6595744680851,0,"1970s",31.4285714285714,11.4285714285714,"USA_Canada",57.1428571428571,"music",62.8571428571429,"club, concert, movie"
"8","60s_LOW_09","60s","Low","Rosemary","Peppermint Rainbow",NA,"1969","no",NA,00:00:11,00:00:41,"https://open.spotify.com/playlist/2LrwGczzX6k7qwGlbMECqr?si=ee0c70bc8a434584",9,2.34210526315789,0.937977000509642,1.36842105263158,0.819395051459074,3.1578947368421,1.0786958038617,2.92105263157895,1.12421934349583,2.73684210526316,0.949657421199188,2.76315789473684,0.970767612860684,2,"Film",36.5384615384615,0,"2000s",23.6842105263158,0,"Europe",44.7368421052632,"music",39.4736842105263,"bar, club, game, movie, video"
"9","60s_LOW_10","60s","Low","Rumpus","Floyd Cramer",NA,"1960","no",NA,00:00:00,00:00:30,NA,10,2.8125,1.0297979758029,1.375,0.707106781186548,2.78125,1.06965098317463,3.3125,1.33047408479932,3.90625,1.11758307766531,3.875,0.832795525382296,2,"Film",28.2051282051282,0,"1960s",34.375,34.375,"USA_Canada",68.75,"music",53.125,"bar, movie"
"10","60s_LOW_11","60s","Low","The Little Man From Mars","Perrey and Kingsley",NA,"1966","no",NA,00:00:00,00:00:30,NA,11,2.23529411764706,1.23236219413779,1.32352941176471,0.684042716869841,2.79411764705882,1.00843147826008,2.70588235294118,1.3602453380472,3.5,1.23705417436062,3.44117647058824,0.894128201457549,2,"Electronic",44.4444444444444,0,"1980s, 2000s",20.5882352941176,11.7647058823529,"USA_Canada",52.9411764705882,"music",41.1764705882353,"club, game, movie, video"
"11","60s_LOW_12","60s","Low","This Time the Dream's on Me","Anthony Newley",NA,"1963","no",NA,00:01:48,00:02:18,NA,12,3.59375,1.04292934223907,1.6875,0.997981834471692,2.4375,1.16224199356799,3.65625,1.12477596335534,3.71875,0.812577539724374,2.78125,0.608243107169621,2,"Film",50,0,"pre1960",53.125,28.125,"USA_Canada",78.125,"autobioMedia",50,"club, concert, movie, show"
"12","60s_LOW_13","60s","Low","Walk, Don't Run","The Ventures",NA,"1960","no",NA,00:00:00,00:00:30,NA,13,3.96875,0.999495840653612,2.8125,1.42415792890101,2.59375,1.07341405894253,4.03125,0.966682888258406,4.03125,0.82244227172646,3.9375,0.618922059817739,2,"Rock",34.1463414634146,0,"1960s",40.625,40.625,"USA_Canada",78.125,"music",59.375,"bar, club"
"13","60s_LOW_14","60s","Low","Wheels (Cha Cha)","Joe Loss & His Orchestra",NA,"1968","no",NA,00:00:00,00:00:30,NA,14,3.09375,1.08833625615047,2.125,1.36192463436029,2.21875,0.941322850927045,3.9375,1.01401469735483,4.21875,0.792479774851313,3.53125,0.915260407153738,2,"Dance",26.8292682926829,0,"1960s",34.375,34.375,"Latin_SouthAm",68.75,"music",40.625,"bar, show"
"14","60s_MED_15","60s","Medium","Amore sto dicendo a te - Toy","The Casuals",NA,"1968","yes","""ooo""",00:02:03,00:02:33,"https://open.spotify.com/playlist/0iGHUoTHve5CiXfaIbsENm?si=2aff5206abf6481c",15,2.74285714285714,0.918530064282926,1.54285714285714,1.03874520294375,3.45714285714286,1.09390980225162,3.34285714285714,1.02735689264926,3.88571428571429,0.758149006440282,3.82857142857143,0.78537043660242,1,"Pop",29.5454545454545,0,"1960s",22.8571428571429,22.8571428571429,"USA_Canada",54.2857142857143,"music",62.8571428571429,"bar, club, movie, radio, video"
"15","60s_MED_16","60s","Medium","Blue Eyes Crying In the Rain","John D. Loudermilk",NA,"1968","no",NA,00:01:19,00:01:49,NA,16,3.32258064516129,1.13686987746161,1.74193548387097,1.29016128024068,2.12903225806452,0.957146296162747,3.67741935483871,1.16582150646925,3.74193548387097,0.964978132238718,2.38709677419355,0.954896830547283,1,"Film",29.5454545454545,0,"1960s",35.4838709677419,35.4838709677419,"USA_Canada",64.5161290322581,"autobioMedia",45.1612903225806,"game"
"16","60s_MED_17","60s","Medium","Cinnamon Girl","The Gentrys",NA,"1969","no",NA,00:01:44,00:02:14,NA,17,3.35483870967742,1.01811548450308,1.74193548387097,1.15376895247659,2.74193548387097,1.03175390914319,3.25806451612903,1.21017194192902,3.64516129032258,0.797846564061628,3.41935483870968,0.847513757936987,1,"Rock",52.5,0,"1970s",38.7096774193548,16.1290322580645,"USA_Canada",77.4193548387097,"music",61.2903225806452,"bar"
"17","60s_MED_18","60s","Medium","Close Your Eyes","Vic Dana",NA,"1966","no",NA,00:01:16,00:01:46,NA,18,3,1.16247638743819,1.57894736842105,1.03012932663209,2.13157894736842,0.963413206839296,3.31578947368421,1.18789532612606,3.55263157894737,0.921144071868228,2.78947368421053,0.874809469197076,1,"Jazz",50,0,"1990s",18.4210526315789,15.7894736842105,"USA_Canada",57.8947368421053,"music",44.7368421052632,"bar"
"18","60s_MED_19","60s","Medium","I'm Waiting For The Man","The Velvet Underground",NA,"1967","no",NA,00:01:55,00:02:25,NA,19,3.33333333333333,1.29543850473121,1.73333333333333,1.20153158964696,1.83333333333333,0.949894125981792,3.46666666666667,1.27936765989898,3.63333333333333,0.850287307765514,3.46666666666667,0.776079152261361,1,"Rock",56.7567567567568,0,"1960s",30,30,"USA_Canada",56.6666666666667,"music",70,""
"19","60s_MED_20","60s","Medium","Kyllikki","Georg Ots",NA,"1968","no",NA,00:01:50,00:02:20,NA,20,3.36363636363636,0.822275114323888,1.6969696969697,0.883347627099903,2.57575757575758,0.936426152664448,3.87878787878788,0.96038975673863,3.72727272727273,0.801277389263827,3.06060606060606,0.74747048183331,1,"Folk",47.9166666666667,0,"pre1960",33.3333333333333,12.1212121212121,"Europe",72.7272727272727,"music",48.4848484848485,"movie, show"
"20","60s_MED_21","60s","Medium","Through with You","The Lemon Pipers",NA,"1968","no",NA,00:01:14,00:01:44,NA,21,3.1875,0.997981834471692,1.4375,0.669014682321166,2.96875,1.23090250131435,3.375,1.15702622157813,3.28125,0.92402956941934,3.6875,0.965117408869628,1,"Rock",29.7872340425532,0,"1970s",28.125,15.625,"USA_Canada",59.375,"music",56.25,"club, game, movie, video"
"21","80s_HIGH_15","80s","High","Maneater","Hall & Oates",NA,"1982","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/04iJHqInDcjDmNs0qCcwGJ?si=792f240937604499",15,4.31428571428571,0.963187983955871,3.77142857142857,1.51629801288056,2.62857142857143,0.942016431907211,4.2,0.833137231828481,4.02857142857143,0.746982726224182,3.54285714285714,0.700540007794707,1,"Pop",44.1860465116279,0,"1980s",62.8571428571429,62.8571428571429,"USA_Canada",68.5714285714286,"music",60,"club, concert, radio"
"22","80s_HIGH_16","80s","High","Sometimes","Erasure",NA,"1987","yes","""oh""",00:01:51,00:02:21,NA,16,3.70967741935484,1.2434776070118,2.35483870967742,1.7233375969665,2.93548387096774,1.15283661377687,3.83870967741935,1.21372084087318,4.03225806451613,0.912281790082499,4.03225806451613,0.874980798560438,1,"Pop",28.8888888888889,0,"1980s",61.2903225806452,61.2903225806452,"Europe",51.6129032258064,"music",64.5161290322581,"video"
"23","80s_HIGH_17","80s","High","Sweet Dreams (Are Made Of This)","Eurythmics",NA,"1983","no",NA,00:02:55,00:03:25,NA,17,4.64516129032258,0.709384103607921,4.61290322580645,0.919326541726378,2.61290322580645,0.843698972969179,4.32258064516129,1.01282103632029,4.06451612903226,0.853833858584043,4.09677419354839,0.830856534333793,1,"Pop",32.5581395348837,0,"1980s",74.1935483870968,74.1935483870968,"Europe",58.0645161290323,"music",74.1935483870968,"club, movie"
"24","80s_HIGH_18","80s","High","Take On Me","a-ha",NA,"1985","yes","""ba""",00:00:00,00:00:30,NA,18,4.60526315789474,0.823291800235921,4.36842105263158,1.17222478776825,3.02631578947368,1.10249942342972,4.21052631578947,0.99071076688057,4.36842105263158,0.633354545326193,4.21052631578947,0.843349010400093,1,"Pop",44.6428571428571,0,"1980s",63.1578947368421,63.1578947368421,"Europe",50,"music",57.8947368421053,"club, movie"
"25","80s_HIGH_19","80s","High","Total Eclipse of the Heart","Bonnie Tyler",NA,"1983","no",NA,00:02:10,00:02:40,NA,19,4.3,0.952311163288627,3.73333333333333,1.57421755788081,2.53333333333333,1.04166091952438,3.96666666666667,1.09806517403876,3.63333333333333,1.06619961038982,3.56666666666667,0.858359836662575,1,"Pop",44.7368421052632,0,"1980s",73.3333333333333,73.3333333333333,"USA_Canada",63.3333333333333,"music",76.6666666666667,"game"
"26","80s_HIGH_20","80s","High","Who Can It Be Now?","Men At Work",NA,"1981","yes","""yeah""",00:01:59,00:02:29,NA,20,3.6969696969697,1.23705417436062,2.15151515151515,1.64166858944665,2.21212121212121,0.857233039988826,3.51515151515152,1.32573593055923,3.93939393939394,0.863835702672749,3.78787878787879,0.599873724085732,1,"Rock",35.5555555555556,0,"1980s",60.6060606060606,60.6060606060606,"USA_Canada",60.6060606060606,"music",51.5151515151515,"background, club, concert, movie"
"27","80s_HIGH_21","80s","High","You're My Heart, You're My Soul","Modern Talking",NA,"1985","no",NA,00:00:00,00:00:30,NA,21,3.4375,1.13414739896569,1.6875,0.895778630487862,2.59375,1.10305660370071,3.625,1.07012209131602,3.65625,0.827330530351451,3.90625,0.892960823473272,1,"Electronic",25.9259259259259,0,"1980s",46.875,46.875,"USA_Canada",53.125,"music",40.625,"movie"
"28","80s_LOW_01","80s","Low","Barrados No Baile","Eduardo Dussek",NA,"1983","yes","""wop bop ba da doo da dah""",00:00:00,00:00:30,"https://open.spotify.com/playlist/3fo56ncpVjFWL4D6jkJDfV?si=c7ebf8eb7331429f",1,3,1.10096376512636,1.97058823529412,1.1930428150931,3.08823529411765,1.02595549135025,3.17647058823529,1.19266923036026,3.5,0.896119580764924,3.70588235294118,0.798840514469523,3,"Pop",25,0,"1970s",29.4117647058824,20.5882352941176,"USA_Canada",52.9411764705882,"music",50,"club, movie"
"29","80s_LOW_02","80s","Low","Breaking Away","Jaki Graham",NA,"1986","no",NA,00:00:00,00:00:30,NA,2,3,1.07308673997732,1.55882352941176,0.823561242063752,2.05882352941176,0.885614885540095,3.23529411764706,1.3040455357687,3.02941176470588,1.11424098687272,2.29411764705882,1.00089086877356,3,"Jazz",32.6086956521739,0,"1980s",35.2941176470588,35.2941176470588,"USA_Canada",73.5294117647059,"fictional, music",44.1176470588235,"bar, club, movie"
"30","80s_LOW_03","80s","Low","Changin' Light Of Love","Mixed Emotions",NA,"1987","yes","""oh""",00:02:17,00:02:47,NA,3,3.05882352941176,1.1791413535072,1.5,1.02247471629109,2.58823529411765,0.988345635126778,2.97058823529412,1.29064921689416,3.26470588235294,0.99418989495824,3.14705882352941,1.0482988511314,3,"Pop",29.1666666666667,0,"1980s",38.2352941176471,38.2352941176471,"USA_Canada",55.8823529411765,"music",44.1176470588235,"movie"
"31","80s_LOW_04","80s","Low","Eve lève-toi","Julie Pietri",NA,"1980","yes","""oh""",00:03:27,00:03:57,NA,4,2.94117647058824,1.09934350852344,1.52941176470588,0.960911628946843,2.41176470588235,1.07640386300512,3.14705882352941,1.0482988511314,3.38235294117647,1.04489250954643,3.58823529411765,0.82085126024381,3,"Electronic",38.8888888888889,0,"1980s",47.0588235294118,47.0588235294118,"Europe",47.0588235294118,"music",50,"concert, movie, radio, set"
"32","80s_LOW_05","80s","Low","Nosso Louco Amor","Gang 90 & Absurdetes",NA,"1983","no",NA,00:00:00,00:00:30,NA,5,3.5,1.13484747339842,1.85294117647059,1.23416891288261,2.47058823529412,1.13445472465041,3.44117647058824,1.07847188386071,3.58823529411765,0.924994580125761,3.91176470588235,0.965076447241154,3,"Pop",35.4166666666667,0,"1980s",47.0588235294118,47.0588235294118,"USA_Canada",52.9411764705882,"music",35.2941176470588,"concert, movie, radio"
"33","80s_LOW_06","80s","Low","Summer Beach","Yukiko Okada",NA,"1985","yes","""oh""",00:02:01,00:02:31,NA,6,3.23529411764706,1.1562432251572,1.73529411764706,1.05338771041303,2.52941176470588,0.991946177598027,3.52941176470588,1.21194294589301,4.14705882352941,0.702046918106487,4.02941176470588,0.717119410945183,3,"Jazz",55.3191489361702,0,"1980s",38.2352941176471,38.2352941176471,"USA_Canada",76.4705882352941,"music",70.5882352941177,"club, movie"
"34","80s_LOW_07","80s","Low","是否","Julie Sue",NA,"1983","no",NA,00:00:00,00:00:30,NA,7,3.25714285714286,0.950011056990055,1.54285714285714,0.852085922996071,1.77142857142857,0.843163311433734,3.37142857142857,1.11370379116432,3.34285714285714,0.872550593269597,1.82857142857143,0.923093083245744,3,"Classical",39.1304347826087,0,"1990s, 2000s",20,14.2857142857143,"USA_Canada",42.8571428571429,"music",48.5714285714286,"club, movie, people"
"35","80s_MED_08","80s","Medium","After Tonight","Amazulu",NA,"1986","no",NA,00:02:21,00:02:51,"https://open.spotify.com/playlist/4W5ABpXWLxBif3Y81llrAU?si=791423f038f04235",8,2.5625,1.10533894962061,1.46875,0.802591568487018,2.03125,0.966682888258406,2.875,1.15702622157813,3.78125,0.659147788019965,3.4375,0.759350316537635,2,"Pop",30,0,"1980s",50,50,"USA_Canada",59.375,"music",46.875,""
"36","80s_MED_09","80s","Medium","Honey Be Good","The Bible",NA,"1988","no",NA,00:00:00,00:00:30,NA,9,2.92105263157895,1.04962229879515,1.65789473684211,0.937977000509642,2.76315789473684,1.10120844005552,3.47368421052632,1.13272792242023,3.8421052631579,0.637830604872557,3.21052631578947,0.874809469197076,2,"Pop",32.0754716981132,0,"1980s",42.1052631578947,42.1052631578947,"USA_Canada",57.8947368421053,"music",60.5263157894737,"club, place"
"37","80s_MED_10","80s","Medium","In Your Room","Idle Eyes",NA,"1984","no",NA,00:01:29,00:01:59,NA,10,3.34375,0.970845158910856,1.4375,0.948258165473463,1.9375,0.840026881290309,3.4375,1.34254212404628,3.65625,0.937029451804151,3.03125,0.646797320799606,2,"Jazz",42.5,0,"1980s",59.375,59.375,"USA_Canada",84.375,"music",68.75,"club, movie"
"38","80s_MED_11","80s","Medium","Um Amor de Verão","Rádio Taxi",NA,"1984","no",NA,00:00:00,00:00:30,NA,11,2.97058823529412,1.26695277751914,1.44117647058824,0.823561242063752,3.29411764705882,1.19416286805306,3.26470588235294,1.30984207998896,3.64705882352941,0.981104910251593,3.67647058823529,0.94454055643212,2,"Rock",32.0754716981132,0,"1980s",58.8235294117647,58.8235294117647,"USA_Canada",76.4705882352941,"music",52.9411764705882,"club, game, movie, video"
"39","80s_MED_12","80s","Medium","Une autre histoire","Gérard Blanc",NA,"1988","no",NA,00:01:41,00:02:11,NA,12,3.46875,1.10670609788542,1.625,1.03954084156916,2.03125,1.03126527359168,3.75,1.13592366849413,3.75,1.01600101600152,3.875,0.793115538912532,2,"Electronic",31.9148936170213,0,"1980s",53.125,53.125,"Europe",43.75,"music",46.875,"game, movie, show"
"40","80s_MED_13","80s","Medium","Your Love Drives Me Crazy","Force MD's",NA,"1985","yes","""dah"", ""ooo""",00:00:00,00:00:30,NA,13,2.625,1.00803225754837,1.25,0.622171016838255,2.96875,0.999495840653612,2.875,1.09985336266015,3.625,0.793115538912532,2.875,0.870669004920373,2,"Ambient, Film",21.7391304347826,0,"1980s",40.625,40.625,"USA_Canada",65.625,"music",56.25,"game, movie, set"
"41","80s_MED_14","80s","Medium","""P"" Da Vida (Toda La Vida)","Dominó",NA,"1985","yes","""woah"", ""ooo"", ""yeah""",00:03:17,00:03:47,NA,14,2.4375,1.21648621433924,1.1875,0.644455258838937,3.21875,1.00753211747415,3,1.21814242506446,3.71875,1.02341537620756,3.625,0.832795525382296,2,"Pop",31.8181818181818,0,"1980s",31.25,31.25,"Latin_SouthAm",46.875,"music",53.125,"club, concert"
"42","Ambient_HIGH_08","Ambient","High","A Walk","Tycho",NA,"2011","no",NA,00:00:03,00:00:33,"https://open.spotify.com/playlist/5c6LOkFfr7t49hCzFBmGCW?si=8f858c3d9ddb48a5",8,2.53125,1.10670609788542,1.71875,1.14256008524151,1.8125,0.997981834471692,3.125,1.26363530876135,3.375,0.751342883796911,2.15625,0.883883476483184,2,"Ambient",55.2631578947368,65.625,"2000s",40.625,25,"USA_Canada",43.75,"music",56.25,"movie"
"43","Ambient_HIGH_09","Ambient","High","Candles","Jon Hopkins",NA,"2010","no",NA,00:00:00,00:00:30,NA,9,2.63157894736842,1.10088545766404,1.44736842105263,0.828458954309637,1.63157894736842,0.851740749529851,3.10526315789474,1.26895304119898,3.21052631578947,0.963044012264773,2.02631578947368,0.914946228083648,2,"Ambient",47.0588235294118,63.1578947368421,"2010s",36.8421052631579,36.8421052631579,"Europe",44.7368421052632,"music",34.2105263157895,"club, movie, video"
"44","Ambient_HIGH_10","Ambient","High","Don't Bother They're Here","Stars Of The Lid",NA,"2007","no",NA,00:00:00,00:00:30,NA,10,2.8125,1.20315445607008,1.25,0.672021505032247,1.8125,0.895778630487862,3.0625,1.26841277498373,3.34375,1.03516789973664,1.71875,0.771858878961859,2,"Ambient",67.5675675675676,80.6451612903226,"2010s",37.5,28.125,"Europe",62.5,"music",59.375,"club, movie"
"45","Ambient_HIGH_11","Ambient","High","Free","Miracle Tones",NA,"2022","no",NA,00:00:00,00:00:30,NA,11,3.14705882352941,1.25848280327222,1.44117647058824,0.859569182809418,1.61764705882353,0.888127273241812,3.38235294117647,1.15508640323159,3.35294117647059,1.20308575328954,1.76470588235294,0.854890513259633,2,"Ambient",57.1428571428571,70.5882352941177,"2010s",35.2941176470588,8.82352941176471,"Europe, USA_Canada",47.0588235294118,"music",50,"movie, old"
